product_id;product_name;product_category;price
49;Aalopuri       ;Fastfood ;20
84;Aalopuri       ;Fastfood ;20
66;Panipuri       ;Fastfood ;20
137;Sugarcane juice;Beverages;25
1;Aalopuri       ;Fastfood ;20
51;Cold coffee    ;Beverages;40
35;Vadapav        ;Fastfood ;20
40;Sandwich       ;Fastfood ;60
130;Panipuri       ;Fastfood ;20
101;Cold coffee    ;Beverages;40
149;Sugarcane juice;Beverages;25
133;Frankie        ;Fastfood ;50
81;Cold coffee    ;Beverages;40
4;Cold coffee    ;Beverages;40
44;Frankie        ;Fastfood ;50
39;Sugarcane juice;Beverages;25
32;Panipuri       ;Fastfood ;20
97;Frankie        ;Fastfood ;50
1;Sandwich       ;Fastfood ;60
121;Sugarcane juice;Beverages;25
18;Cold coffee    ;Beverages;40
144;Sandwich       ;Fastfood ;60
135;Panipuri       ;Fastfood ;20
65;Panipuri       ;Fastfood ;20
83;Panipuri       ;Fastfood ;20
20;Aalopuri       ;Fastfood ;20
4;Sandwich       ;Fastfood ;60
51;Frankie        ;Fastfood ;50
129;Cold coffee    ;Beverages;40
147;Cold coffee    ;Beverages;40
92;Frankie        ;Fastfood ;50
11;Aalopuri       ;Fastfood ;20
6;Aalopuri       ;Fastfood ;20
91;Sugarcane juice;Beverages;25
118;Sugarcane juice;Beverages;25
139;Frankie        ;Fastfood ;50
121;Sandwich       ;Fastfood ;60
98;Cold coffee    ;Beverages;40
40;Frankie        ;Fastfood ;50
42;Vadapav        ;Fastfood ;20
98;Frankie        ;Fastfood ;50
13;Sugarcane juice;Beverages;25
37;Sugarcane juice;Beverages;25
100;Frankie        ;Fastfood ;50
67;Sandwich       ;Fastfood ;60
63;Sandwich       ;Fastfood ;60
15;Cold coffee    ;Beverages;40
3;Cold coffee    ;Beverages;40
122;Cold coffee    ;Beverages;40
71;Sugarcane juice;Beverages;25
136;Vadapav        ;Fastfood ;20
47;Aalopuri       ;Fastfood ;20
30;Sugarcane juice;Beverages;25
48;Vadapav        ;Fastfood ;20
47;Sandwich       ;Fastfood ;60
25;Sugarcane juice;Beverages;25
20;Sugarcane juice;Beverages;25
94;Panipuri       ;Fastfood ;20
67;Aalopuri       ;Fastfood ;20
69;Panipuri       ;Fastfood ;20
88;Sandwich       ;Fastfood ;60
36;Vadapav        ;Fastfood ;20
79;Panipuri       ;Fastfood ;20
103;Panipuri       ;Fastfood ;20
2;Sandwich       ;Fastfood ;60
41;Sugarcane juice;Beverages;25
63;Cold coffee    ;Beverages;40
94;Aalopuri       ;Fastfood ;20
137;Sandwich       ;Fastfood ;60
75;Sugarcane juice;Beverages;25
89;Sandwich       ;Fastfood ;60
148;Vadapav        ;Fastfood ;20
149;Sugarcane juice;Beverages;25
124;Aalopuri       ;Fastfood ;20
70;Panipuri       ;Fastfood ;20
38;Cold coffee    ;Beverages;40
49;Aalopuri       ;Fastfood ;20
134;Vadapav        ;Fastfood ;20
49;Sandwich       ;Fastfood ;60
95;Cold coffee    ;Beverages;40
90;Frankie        ;Fastfood ;50
65;Cold coffee    ;Beverages;40
66;Vadapav        ;Fastfood ;20
22;Sandwich       ;Fastfood ;60
106;Cold coffee    ;Beverages;40
87;Cold coffee    ;Beverages;40
70;Aalopuri       ;Fastfood ;20
105;Cold coffee    ;Beverages;40
85;Sandwich       ;Fastfood ;60
118;Frankie        ;Fastfood ;50
9;Sandwich       ;Fastfood ;60
23;Vadapav        ;Fastfood ;20
77;Sugarcane juice;Beverages;25
142;Panipuri       ;Fastfood ;20
5;Aalopuri       ;Fastfood ;20
120;Cold coffee    ;Beverages;40
90;Frankie        ;Fastfood ;50
30;Cold coffee    ;Beverages;40
68;Aalopuri       ;Fastfood ;20
77;Sandwich       ;Fastfood ;60
122;Vadapav        ;Fastfood ;20
82;Sandwich       ;Fastfood ;60
121;Panipuri       ;Fastfood ;20
41;Panipuri       ;Fastfood ;20
146;Cold coffee    ;Beverages;40
93;Cold coffee    ;Beverages;40
132;Sandwich       ;Fastfood ;60
10;Sugarcane juice;Beverages;25
26;Panipuri       ;Fastfood ;20
112;Aalopuri       ;Fastfood ;20
44;Cold coffee    ;Beverages;40
23;Panipuri       ;Fastfood ;20
78;Panipuri       ;Fastfood ;20
68;Panipuri       ;Fastfood ;20
22;Frankie        ;Fastfood ;50
51;Aalopuri       ;Fastfood ;20
50;Vadapav        ;Fastfood ;20
64;Sandwich       ;Fastfood ;60
145;Sugarcane juice;Beverages;25
45;Sugarcane juice;Beverages;25
139;Aalopuri       ;Fastfood ;20
134;Panipuri       ;Fastfood ;20
124;Cold coffee    ;Beverages;40
102;Panipuri       ;Fastfood ;20
2;Frankie        ;Fastfood ;50
82;Vadapav        ;Fastfood ;20
85;Sandwich       ;Fastfood ;60
25;Sugarcane juice;Beverages;25
37;Panipuri       ;Fastfood ;20
107;Panipuri       ;Fastfood ;20
43;Panipuri       ;Fastfood ;20
138;Vadapav        ;Fastfood ;20
20;Panipuri       ;Fastfood ;20
75;Sugarcane juice;Beverages;25
61;Aalopuri       ;Fastfood ;20
127;Sandwich       ;Fastfood ;60
43;Sandwich       ;Fastfood ;60
58;Aalopuri       ;Fastfood ;20
91;Cold coffee    ;Beverages;40
113;Cold coffee    ;Beverages;40
81;Sugarcane juice;Beverages;25
87;Cold coffee    ;Beverages;40
119;Sugarcane juice;Beverages;25
81;Sugarcane juice;Beverages;25
66;Panipuri       ;Fastfood ;20
21;Panipuri       ;Fastfood ;20
4;Sandwich       ;Fastfood ;60
52;Vadapav        ;Fastfood ;20
88;Sandwich       ;Fastfood ;60
95;Panipuri       ;Fastfood ;20
2;Cold coffee    ;Beverages;40
102;Sugarcane juice;Beverages;25
6;Panipuri       ;Fastfood ;20
18;Frankie        ;Fastfood ;50
136;Frankie        ;Fastfood ;50
33;Cold coffee    ;Beverages;40
56;Panipuri       ;Fastfood ;20
79;Frankie        ;Fastfood ;50
101;Cold coffee    ;Beverages;40
2;Panipuri       ;Fastfood ;20
139;Cold coffee    ;Beverages;40
28;Sugarcane juice;Beverages;25
126;Sugarcane juice;Beverages;25
148;Sandwich       ;Fastfood ;60
120;Frankie        ;Fastfood ;50
22;Aalopuri       ;Fastfood ;20
39;Vadapav        ;Fastfood ;20
19;Panipuri       ;Fastfood ;20
135;Cold coffee    ;Beverages;40
121;Frankie        ;Fastfood ;50
72;Panipuri       ;Fastfood ;20
127;Panipuri       ;Fastfood ;20
111;Sugarcane juice;Beverages;25
126;Aalopuri       ;Fastfood ;20
124;Frankie        ;Fastfood ;50
44;Cold coffee    ;Beverages;40
63;Vadapav        ;Fastfood ;20
67;Sandwich       ;Fastfood ;60
31;Aalopuri       ;Fastfood ;20
76;Frankie        ;Fastfood ;50
68;Cold coffee    ;Beverages;40
19;Panipuri       ;Fastfood ;20
88;Sandwich       ;Fastfood ;60
72;Sugarcane juice;Beverages;25
23;Sugarcane juice;Beverages;25
19;Frankie        ;Fastfood ;50
65;Frankie        ;Fastfood ;50
88;Cold coffee    ;Beverages;40
138;Panipuri       ;Fastfood ;20
111;Cold coffee    ;Beverages;40
23;Frankie        ;Fastfood ;50
1;Panipuri       ;Fastfood ;20
126;Aalopuri       ;Fastfood ;20
90;Aalopuri       ;Fastfood ;20
37;Vadapav        ;Fastfood ;20
84;Frankie        ;Fastfood ;50
130;Cold coffee    ;Beverages;40
48;Cold coffee    ;Beverages;40
67;Vadapav        ;Fastfood ;20
12;Aalopuri       ;Fastfood ;20
81;Aalopuri       ;Fastfood ;20
48;Frankie        ;Fastfood ;50
116;Aalopuri       ;Fastfood ;20
117;Aalopuri       ;Fastfood ;20
150;Vadapav        ;Fastfood ;20
118;Vadapav        ;Fastfood ;20
141;Sandwich       ;Fastfood ;60
129;Vadapav        ;Fastfood ;20
99;Sugarcane juice;Beverages;25
109;Frankie        ;Fastfood ;50
100;Sugarcane juice;Beverages;25
79;Panipuri       ;Fastfood ;20
31;Aalopuri       ;Fastfood ;20
75;Panipuri       ;Fastfood ;20
85;Cold coffee    ;Beverages;40
116;Sandwich       ;Fastfood ;60
135;Sandwich       ;Fastfood ;60
4;Cold coffee    ;Beverages;40
139;Sugarcane juice;Beverages;25
51;Cold coffee    ;Beverages;40
111;Sugarcane juice;Beverages;25
43;Frankie        ;Fastfood ;50
39;Cold coffee    ;Beverages;40
142;Panipuri       ;Fastfood ;20
120;Cold coffee    ;Beverages;40
66;Panipuri       ;Fastfood ;20
127;Vadapav        ;Fastfood ;20
37;Cold coffee    ;Beverages;40
87;Aalopuri       ;Fastfood ;20
66;Cold coffee    ;Beverages;40
46;Vadapav        ;Fastfood ;20
132;Sandwich       ;Fastfood ;60
65;Vadapav        ;Fastfood ;20
59;Cold coffee    ;Beverages;40
126;Sugarcane juice;Beverages;25
77;Panipuri       ;Fastfood ;20
54;Sandwich       ;Fastfood ;60
118;Vadapav        ;Fastfood ;20
50;Vadapav        ;Fastfood ;20
140;Sandwich       ;Fastfood ;60
146;Frankie        ;Fastfood ;50
84;Sandwich       ;Fastfood ;60
101;Sandwich       ;Fastfood ;60
115;Cold coffee    ;Beverages;40
117;Frankie        ;Fastfood ;50
45;Vadapav        ;Fastfood ;20
117;Sugarcane juice;Beverages;25
114;Sandwich       ;Fastfood ;60
32;Cold coffee    ;Beverages;40
48;Aalopuri       ;Fastfood ;20
61;Panipuri       ;Fastfood ;20
110;Sandwich       ;Fastfood ;60
118;Frankie        ;Fastfood ;50
134;Panipuri       ;Fastfood ;20
150;Sugarcane juice;Beverages;25
44;Frankie        ;Fastfood ;50
19;Aalopuri       ;Fastfood ;20
101;Panipuri       ;Fastfood ;20
70;Vadapav        ;Fastfood ;20
5;Aalopuri       ;Fastfood ;20
85;Sandwich       ;Fastfood ;60
66;Panipuri       ;Fastfood ;20
108;Sandwich       ;Fastfood ;60
76;Cold coffee    ;Beverages;40
126;Sandwich       ;Fastfood ;60
99;Sugarcane juice;Beverages;25
117;Sandwich       ;Fastfood ;60
68;Frankie        ;Fastfood ;50
28;Cold coffee    ;Beverages;40
103;Aalopuri       ;Fastfood ;20
26;Sandwich       ;Fastfood ;60
117;Cold coffee    ;Beverages;40
60;Frankie        ;Fastfood ;50
65;Aalopuri       ;Fastfood ;20
38;Frankie        ;Fastfood ;50
2;Vadapav        ;Fastfood ;20
44;Aalopuri       ;Fastfood ;20
5;Cold coffee    ;Beverages;40
135;Vadapav        ;Fastfood ;20
97;Frankie        ;Fastfood ;50
69;Vadapav        ;Fastfood ;20
92;Vadapav        ;Fastfood ;20
109;Sandwich       ;Fastfood ;60
130;Frankie        ;Fastfood ;50
115;Sugarcane juice;Beverages;25
64;Panipuri       ;Fastfood ;20
2;Panipuri       ;Fastfood ;20
14;Sugarcane juice;Beverages;25
48;Sugarcane juice;Beverages;25
98;Panipuri       ;Fastfood ;20
145;Cold coffee    ;Beverages;40
9;Frankie        ;Fastfood ;50
34;Sugarcane juice;Beverages;25
49;Cold coffee    ;Beverages;40
142;Panipuri       ;Fastfood ;20
109;Sandwich       ;Fastfood ;60
70;Sandwich       ;Fastfood ;60
39;Frankie        ;Fastfood ;50
78;Panipuri       ;Fastfood ;20
38;Sandwich       ;Fastfood ;60
20;Cold coffee    ;Beverages;40
89;Sandwich       ;Fastfood ;60
143;Aalopuri       ;Fastfood ;20
77;Vadapav        ;Fastfood ;20
147;Sugarcane juice;Beverages;25
73;Sugarcane juice;Beverages;25
50;Sandwich       ;Fastfood ;60
88;Panipuri       ;Fastfood ;20
13;Sugarcane juice;Beverages;25
42;Aalopuri       ;Fastfood ;20
135;Vadapav        ;Fastfood ;20
76;Frankie        ;Fastfood ;50
143;Panipuri       ;Fastfood ;20
60;Vadapav        ;Fastfood ;20
70;Cold coffee    ;Beverages;40
21;Frankie        ;Fastfood ;50
98;Vadapav        ;Fastfood ;20
144;Panipuri       ;Fastfood ;20
63;Aalopuri       ;Fastfood ;20
28;Vadapav        ;Fastfood ;20
119;Sandwich       ;Fastfood ;60
5;Frankie        ;Fastfood ;50
83;Frankie        ;Fastfood ;50
143;Panipuri       ;Fastfood ;20
128;Frankie        ;Fastfood ;50
75;Frankie        ;Fastfood ;50
107;Panipuri       ;Fastfood ;20
13;Panipuri       ;Fastfood ;20
102;Frankie        ;Fastfood ;50
18;Sandwich       ;Fastfood ;60
142;Aalopuri       ;Fastfood ;20
128;Aalopuri       ;Fastfood ;20
106;Aalopuri       ;Fastfood ;20
126;Panipuri       ;Fastfood ;20
33;Panipuri       ;Fastfood ;20
87;Frankie        ;Fastfood ;50
134;Aalopuri       ;Fastfood ;20
141;Sugarcane juice;Beverages;25
126;Cold coffee    ;Beverages;40
